Entity,Code,Year,Gas - Proved reserves
Pakistan,PAK,2020,384786330000
Papua New Guinea,PNG,1980,0
Papua New Guinea,PNG,1981,0
Papua New Guinea,PNG,1982,0
Papua New Guinea,PNG,1983,0
Papua New Guinea,PNG,1984,0
Papua New Guinea,PNG,1985,108988000
Papua New Guinea,PNG,1986,299717000
Papua New Guinea,PNG,1987,585810000
Papua New Guinea,PNG,1988,871904000
Papua New Guinea,PNG,1989,1539455000
Papua New Guinea,PNG,1990,1641631000
Papua New Guinea,PNG,1991,2751946000
Papua New Guinea,PNG,1992,2969922000
Papua New Guinea,PNG,1993,3732838000
Papua New Guinea,PNG,1994,2915428000
Papua New Guinea,PNG,1995,2915428000
Papua New Guinea,PNG,1996,2915428000
Papua New Guinea,PNG,1997,2915428000
Papua New Guinea,PNG,1998,2915428000
Papua New Guinea,PNG,1999,2915428000
Papua New Guinea,PNG,2000,2915428000
Papua New Guinea,PNG,2001,2916282000
Papua New Guinea,PNG,2002,2760928000
Papua New Guinea,PNG,2003,2624653000
Papua New Guinea,PNG,2004,2480202000
Papua New Guinea,PNG,2005,2333025000
Papua New Guinea,PNG,2006,2194025000
Papua New Guinea,PNG,2007,2063201000.0000002
Papua New Guinea,PNG,2008,1921475000
Papua New Guinea,PNG,2009,149592934000
Papua New Guinea,PNG,2010,149440306000
Papua New Guinea,PNG,2011,149290404000
Papua New Guinea,PNG,2012,149145952000
Papua New Guinea,PNG,2013,148996050000
Papua New Guinea,PNG,2014,145610458000
Papua New Guinea,PNG,2015,135960241000.00002
Papua New Guinea,PNG,2016,202483547000
Papua New Guinea,PNG,2017,192085468000
Papua New Guinea,PNG,2018,182247493000
Papua New Guinea,PNG,2019,176019445000
Papua New Guinea,PNG,2020,163144480000
Peru,PER,1980,31200000000
Peru,PER,1981,31200000000
Peru,PER,1982,26325000000
Peru,PER,1983,25350000000
Peru,PER,1984,24375000000
Peru,PER,1985,26325000000
Peru,PER,1986,53625000000
Peru,PER,1987,331500000000
Peru,PER,1988,331500000000
Peru,PER,1989,331500000000
Peru,PER,1990,330525000000
Peru,PER,1991,334425000000
Peru,PER,1992,317850000000
Peru,PER,1993,323700000000
Peru,PER,1994,331500000000
Peru,PER,1995,195975000000
Peru,PER,1996,195975000000
Peru,PER,1997,193050000000
Peru,PER,1998,240825000000
Peru,PER,1999,240825000000
Peru,PER,2000,240825000000
Peru,PER,2001,240825000000
Peru,PER,2002,240825000000
Peru,PER,2003,240825000000
Peru,PER,2004,316875000000
Peru,PER,2005,321475000000
Peru,PER,2006,319145802000
Peru,PER,2007,322153723000
Peru,PER,2008,327114127000
Peru,PER,2009,327114127000
Peru,PER,2010,339651413000
Peru,PER,2011,346138095000
Peru,PER,2012,419072390000
Peru,PER,2013,410105505000
Peru,PER,2014,398631164000
Peru,PER,2015,383749951000
Peru,PER,2016,438532437000
Peru,PER,2017,350907715000
Peru,PER,2018,289011682000
Peru,PER,2019,275597188000
Peru,PER,2020,261442131000.00003
Poland,POL,1980,76700000000
Poland,POL,1981,73750000000
Poland,POL,1982,71537500000
Poland,POL,1983,69325000000
Poland,POL,1984,67112500000.00001
Poland,POL,1985,70800000000
Poland,POL,1986,121687500000
Poland,POL,1987,120212500000
Poland,POL,1988,126112499999.99998
Poland,POL,1989,120950000000
Poland,POL,1990,117262500000
Poland,POL,1991,112837500000
Poland,POL,1992,116525000000
Poland,POL,1993,114312500000
Poland,POL,1994,114312500000
Poland,POL,1995,112837500000
Poland,POL,1996,109887500000
Poland,POL,1997,114312500000
Poland,POL,1998,103987500000
Poland,POL,1999,107675000000
Poland,POL,2000,87762500000
Poland,POL,2001,84812500000
Poland,POL,2002,85550000000
Poland,POL,2003,81125000000
Poland,POL,2004,80387500000
Poland,POL,2005,78175000000
Poland,POL,2006,83337500000
Poland,POL,2007,77041064000
Poland,POL,2008,77663166000
Poland,POL,2009,81450488000
Poland,POL,2010,80503631000
Poland,POL,2011,78808500000
Poland,POL,2012,75903617000
Poland,POL,2013,72474842000
Poland,POL,2014,69704936000
Poland,POL,2015,66877866999.99999
Poland,POL,2016,65391685000.00001
Poland,POL,2017,63697845000
Poland,POL,2018,72251532000
Poland,POL,2019,72260086000
Poland,POL,2020,72260086000
Qatar,QAT,1980,2898000000000
Qatar,QAT,1981,2929050000000
Qatar,QAT,1982,3255075000000
Qatar,QAT,1983,3519000000000
Qatar,QAT,1984,4429800000000
Qatar,QAT,1985,4595400000000
Qatar,QAT,1986,4595400000000
Qatar,QAT,1987,4595400000000
Qatar,QAT,1988,4782735000000
Qatar,QAT,1989,4781700000000
Qatar,QAT,1990,4776525000000
Qatar,QAT,1991,6652980000000
Qatar,QAT,1992,6947955000000
Qatar,QAT,1993,7317450000000
Qatar,QAT,1994,7317450000000
Qatar,QAT,1995,8797500000000
Qatar,QAT,1996,8797500000000
Qatar,QAT,1997,8797500000000
Qatar,QAT,1998,11281500000000
Qatar,QAT,1999,11547495000000
Qatar,QAT,2000,14948505000000
Qatar,QAT,2001,26685405000000
Qatar,QAT,2002,26685405000000
Qatar,QAT,2003,26230005000000
Qatar,QAT,2004,26248635000000
Qatar,QAT,2005,24995100000000
Qatar,QAT,2006,26436758120000
Qatar,QAT,2007,26356190600000
Qatar,QAT,2008,26252850800000
Qatar,QAT,2009,26207833810000
Qatar,QAT,2010,25923722640000
Qatar,QAT,2011,25923722640000
Qatar,QAT,2012,25758748250000
Qatar,QAT,2013,25541869490000
Qatar,QAT,2014,25386537410000
Qatar,QAT,2015,25149532710000
Qatar,QAT,2016,24915038230000
Qatar,QAT,2017,24696135000000
Qatar,QAT,2018,24680966140000
Qatar,QAT,2019,24665471470000
Qatar,QAT,2020,24665471470000
Romania,ROU,1980,292500000000
Romania,ROU,1981,273000000000.00003
Romania,ROU,1982,248625000000
Romania,ROU,1983,224250000000
Romania,ROU,1984,204750000000
Romania,ROU,1985,263249999999.99997
Romania,ROU,1986,229125000000
Romania,ROU,1987,193050000000
Romania,ROU,1988,160875000000
Romania,ROU,1989,129675000000.00002
Romania,ROU,1990,379275000000
Romania,ROU,1991,354900000000
Romania,ROU,1992,332475000000
Romania,ROU,1993,312000000000
Romania,ROU,1994,292500000000
Romania,ROU,1995,273000000000.00003
Romania,ROU,1996,255450000000
Romania,ROU,1997,239850000000
Romania,ROU,1998,225225000000
Romania,ROU,1999,210600000000
Romania,ROU,2000,196950000000
Romania,ROU,2001,184275000000
Romania,ROU,2002,173550000000
Romania,ROU,2003,160875000000
Romania,ROU,2004,148200000000
Romania,ROU,2005,139425000000
Romania,ROU,2006,126750000000
Romania,ROU,2007,117000000000
Romania,ROU,2008,110175000000
Romania,ROU,2009,109200000000
Romania,ROU,2010,107250000000
Romania,ROU,2011,108712500000
Romania,ROU,2012,116122500000
Romania,ROU,2013,110175000000
Romania,ROU,2014,106275000000
Romania,ROU,2015,100425000000
Romania,ROU,2016,96924750000
Romania,ROU,2017,89592750000
Romania,ROU,2018,84825000000
Romania,ROU,2019,78867750000
Romania,ROU,2020,78867750000
Russia,RUS,1980,20469295470000
Russia,RUS,1981,21748627020000
Russia,RUS,1982,22388291450000
Russia,RUS,1983,23027957230000
Russia,RUS,1984,23987456570000
Russia,RUS,1985,25586620340000
Russia,RUS,1986,26226284770000
Russia,RUS,1987,26674050420000
Russia,RUS,1988,27185784120000
Russia,RUS,1989,33262604290000
Russia,RUS,1990,34880957940000
Russia,RUS,1991,2415040330000
Russia,RUS,1992,2390937839000
Russia,RUS,1993,3410424138000
Russia,RUS,1994,3851329073000
Russia,RUS,1995,4129969220000.0005
Russia,RUS,1996,3939344360000
Russia,RUS,1997,33567443920000.004
Russia,RUS,1998,33364048949999.996
Russia,RUS,1999,32949847849999.996
Russia,RUS,2000,33155713210000
Russia,RUS,2001,33361578560000
Russia,RUS,2002,33910552840000
Russia,RUS,2003,33773309270000
Russia,RUS,2004,33636065700000.004
Russia,RUS,2005,33773309270000
Russia,RUS,2006,33773309270000
Russia,RUS,2007,33910552840000
Russia,RUS,2008,33979174620000.004
Russia,RUS,2009,34047796409999.996
Russia,RUS,2010,34116418189999.996
Russia,RUS,2011,34459527119999.996
Russia,RUS,2012,34640071030000
Russia,RUS,2013,34943996919999.996
Russia,RUS,2014,35049058930000
Russia,RUS,2015,34957399830000
Russia,RUS,2016,34833252469999.996
Russia,RUS,2017,37888234650000
Russia,RUS,2018,37640988010000
Russia,RUS,2019,37556741010000
Russia,RUS,2020,37391524350000
Saudi Arabia,SAU,1980,3024068500000
Saudi Arabia,SAU,1981,3178776000000
Saudi Arabia,SAU,1982,3260561500000
Saudi Arabia,SAU,1983,3366771500000
Saudi Arabia,SAU,1984,3427609500000
Saudi Arabia,SAU,1985,3502650000000
Saudi Arabia,SAU,1986,3819950000000
Saudi Arabia,SAU,1987,3980025000000
Saudi Arabia,SAU,1988,4769000000000
Saudi Arabia,SAU,1989,4957480000000
Saudi Arabia,SAU,1990,4961565000000
Saudi Arabia,SAU,1991,4959570000000
Saudi Arabia,SAU,1992,4986360000000
Saudi Arabia,SAU,1993,4986360000000
Saudi Arabia,SAU,1994,4997000000000
Saudi Arabia,SAU,1995,5267275000000
Saudi Arabia,SAU,1996,5408635000000
Saudi Arabia,SAU,1997,5587900000000
Saudi Arabia,SAU,1998,5764600000000
Saudi Arabia,SAU,1999,5838700000000
Saudi Arabia,SAU,2000,5985950000000
Saudi Arabia,SAU,2001,6132782000000
Saudi Arabia,SAU,2002,6313700000000
Saudi Arabia,SAU,2003,6416300000000
Saudi Arabia,SAU,2004,6419150000000
Saudi Arabia,SAU,2005,6480900000000
Saudi Arabia,SAU,2006,6719350000000
Saudi Arabia,SAU,2007,6939222489000
Saudi Arabia,SAU,2008,7074964973000
Saudi Arabia,SAU,2009,7403157264000
Saudi Arabia,SAU,2010,7505381093000
Saudi Arabia,SAU,2011,7602224720000
Saudi Arabia,SAU,2012,7661406936000
Saudi Arabia,SAU,2013,7758250563000
Saudi Arabia,SAU,2014,7908896205000
Saudi Arabia,SAU,2015,8005739832000
Saudi Arabia,SAU,2016,8035330940000
Saudi Arabia,SAU,2017,5651042680000
Saudi Arabia,SAU,2018,5892755976000
Saudi Arabia,SAU,2019,5984545835000
Saudi Arabia,SAU,2020,6019120015000
South & Central America,,1980,2796432163000
South & Central America,,1981,2995751557000
South & Central America,,1982,3129705281000
South & Central America,,1983,3206715378000
South & Central America,,1984,3298454456000
South & Central America,,1985,3398844456000
South & Central America,,1986,4405753835000
South & Central America,,1987,4907353338000
South & Central America,,1988,5030019715000
South & Central America,,1989,5079713092000
South & Central America,,1990,5503241972000
South & Central America,,1991,5655774347000
South & Central America,,1992,5744218228000
South & Central America,,1993,5748276608000
South & Central America,,1994,6141334984000
South & Central America,,1995,6265338864000
South & Central America,,1996,6374278132000
South & Central America,,1997,6606891193000
South & Central America,,1998,6754038948000
South & Central America,,1999,6840720509000
South & Central America,,2000,6799587608000
South & Central America,,2001,6872799023000
South & Central America,,2002,6816070151000
South & Central America,,2003,6691497314000
South & Central America,,2004,6853174236000
South & Central America,,2005,6750127966000
South & Central America,,2006,7192483255000
South & Central America,,2007,7353793353000
South & Central America,,2008,7501178991000
South & Central America,,2009,7558739788000
South & Central America,,2010,8107171881999.999
South & Central America,,2011,8124745699000
South & Central America,,2012,8254268809999.999
South & Central America,,2013,8227819246999.999
South & Central America,,2014,8220196955000
South & Central America,,2015,8262543465000
South & Central America,,2016,8278968653000
South & Central America,,2017,8130226434000.001
South & Central America,,2018,7985925472000
South & Central America,,2019,7938560471000
South & Central America,,2020,7897476737000
Syria,SYR,1980,87750000000
Syria,SYR,1981,87750000000
Syria,SYR,1982,100425000000
Syria,SYR,1983,101400000000
Syria,SYR,1984,101400000000
Syria,SYR,1985,120900000000
Syria,SYR,1986,138450000000
Syria,SYR,1987,121875000000
Syria,SYR,1988,110175000000
Syria,SYR,1989,153075000000
Syria,SYR,1990,177450000000
Syria,SYR,1991,195000000000
Syria,SYR,1992,195000000000
Syria,SYR,1993,221325000000
Syria,SYR,1994,229125000000
Syria,SYR,1995,229125000000
Syria,SYR,1996,229125000000
Syria,SYR,1997,232050000000
Syria,SYR,1998,232050000000
Syria,SYR,1999,234975000000
Syria,SYR,2000,234975000000
Syria,SYR,2001,234975000000
Syria,SYR,2002,243750000000
Syria,SYR,2003,282750000000
Syria,SYR,2004,282750000000
Syria,SYR,2005,277875000000
Syria,SYR,2006,273000000000.00003
Syria,SYR,2007,268125000000
Syria,SYR,2008,263249999999.99997
Syria,SYR,2009,268612499999.99997
Syria,SYR,2010,268612499999.99997
Syria,SYR,2011,277875000000
Syria,SYR,2012,268612499999.99997
Syria,SYR,2013,277875000000
Syria,SYR,2014,268612499999.99997
Syria,SYR,2015,268612499999.99997
Syria,SYR,2016,268612499999.99997
Syria,SYR,2017,268612499999.99997
Syria,SYR,2018,268612499999.99997
Syria,SYR,2019,268612499999.99997
Syria,SYR,2020,268612499999.99997
Thailand,THA,1980,284700000000
Thailand,THA,1981,391950000000
Thailand,THA,1982,341250000000
Thailand,THA,1983,163800000000
Thailand,THA,1984,204750000000
Thailand,THA,1985,212550000000
Thailand,THA,1986,198900000000
Thailand,THA,1987,179400000000
Thailand,THA,1988,190125000000
Thailand,THA,1989,223275000000
Thailand,THA,1990,218400000000
Thailand,THA,1991,239850000000
Thailand,THA,1992,225225000000
Thailand,THA,1993,176475000000
Thailand,THA,1994,170625000000
Thailand,THA,1995,171600000000
Thailand,THA,1996,191100000000
Thailand,THA,1997,199875000000
Thailand,THA,1998,409500000000
Thailand,THA,1999,336375000000
Thailand,THA,2000,351000000000
Thailand,THA,2001,368550000000
Thailand,THA,2002,429975000000
Thailand,THA,2003,407550000000
Thailand,THA,2004,345150000000
Thailand,THA,2005,296400000000
Thailand,THA,2006,322725000000
Thailand,THA,2007,328239599000
Thailand,THA,2008,351685284000
Thailand,THA,2009,323257390000
Thailand,THA,2010,310069192000
Thailand,THA,2011,294858804000
Thailand,THA,2012,264904596000
Thailand,THA,2013,246612565000
Thailand,THA,2014,227180195000
Thailand,THA,2015,214063799000
Thailand,THA,2016,200169006000
Thailand,THA,2017,187862073000
Thailand,THA,2018,177540403000
Thailand,THA,2019,143084037000
Thailand,THA,2020,143084037000
Trinidad and Tobago,TTO,1980,289575000000
Trinidad and Tobago,TTO,1981,331500000000
Trinidad and Tobago,TTO,1982,325650000000
Trinidad and Tobago,TTO,1983,309075000000
Trinidad and Tobago,TTO,1984,303225000000
Trinidad and Tobago,TTO,1985,309075000000
Trinidad and Tobago,TTO,1986,301275000000
Trinidad and Tobago,TTO,1987,295425000000
Trinidad and Tobago,TTO,1988,286650000000
Trinidad and Tobago,TTO,1989,278850000000
Trinidad and Tobago,TTO,1990,245700000000
Trinidad and Tobago,TTO,1991,232050000000
Trinidad and Tobago,TTO,1992,227175000000
Trinidad and Tobago,TTO,1993,224250000000
Trinidad and Tobago,TTO,1994,278850000000
Trinidad and Tobago,TTO,1995,340275000000
Trinidad and Tobago,TTO,1996,444600000000
Trinidad and Tobago,TTO,1997,504075000000.00006
Trinidad and Tobago,TTO,1998,546000000000.00006
Trinidad and Tobago,TTO,1999,589875000000
Trinidad and Tobago,TTO,2000,543075000000
Trinidad and Tobago,TTO,2001,561600000000
Trinidad and Tobago,TTO,2002,574275000000
Trinidad and Tobago,TTO,2003,518700000000.00006
Trinidad and Tobago,TTO,2004,518700000000.00006
Trinidad and Tobago,TTO,2005,516750000000.00006
Trinidad and Tobago,TTO,2006,468000000000
Trinidad and Tobago,TTO,2007,468065708000
Trinidad and Tobago,TTO,2008,423261160000
Trinidad and Tobago,TTO,2009,396989778000
Trinidad and Tobago,TTO,2010,370663319000
Trinidad and Tobago,TTO,2011,365073077000
Trinidad and Tobago,TTO,2012,360914819000
Trinidad and Tobago,TTO,2013,337066792000
Trinidad and Tobago,TTO,2014,316771186000
Trinidad and Tobago,TTO,2015,316771186000
Trinidad and Tobago,TTO,2016,291904248000
Trinidad and Tobago,TTO,2017,309528656000
Trinidad and Tobago,TTO,2018,273178315000
Trinidad and Tobago,TTO,2019,289563507000
Trinidad and Tobago,TTO,2020,289866426000
Turkmenistan,TKM,1997,1757925000000
Turkmenistan,TKM,1998,1815450000000
Turkmenistan,TKM,1999,1815450000000
Turkmenistan,TKM,2000,1815450000000
Turkmenistan,TKM,2001,1815450000000
Turkmenistan,TKM,2002,1815450000000
Turkmenistan,TKM,2003,1815450000000
Turkmenistan,TKM,2004,1815450000000
Turkmenistan,TKM,2005,1815450000000
Turkmenistan,TKM,2006,1815450000000
Turkmenistan,TKM,2007,5712525000000
Turkmenistan,TKM,2008,5712525000000
Turkmenistan,TKM,2009,7910175000000
Turkmenistan,TKM,2010,13601250000000
Turkmenistan,TKM,2011,13601250000000
Turkmenistan,TKM,2012,13601250000000
Turkmenistan,TKM,2013,13601250000000
Turkmenistan,TKM,2014,13601250000000
Turkmenistan,TKM,2015,13601250000000
Turkmenistan,TKM,2016,13601250000000
Turkmenistan,TKM,2017,13601250000000
Turkmenistan,TKM,2018,13601250000000
Turkmenistan,TKM,2019,13601250000000
Turkmenistan,TKM,2020,13601250000000
Ukraine,UKR,1997,742596193000
Ukraine,UKR,1998,795638775000
Ukraine,UKR,1999,788566430000
Ukraine,UKR,2000,785030305000
Ukraine,UKR,2001,785030305000
Ukraine,UKR,2002,785030305000
Ukraine,UKR,2003,781494086000
Ukraine,UKR,2004,785030305000
Ukraine,UKR,2005,777957914000
Ukraine,UKR,2006,776529285000
Ukraine,UKR,2007,776529285000
Ukraine,UKR,2008,761451073000
Ukraine,UKR,2009,746372814000
Ukraine,UKR,2010,730197880000
Ukraine,UKR,2011,729083074000
Ukraine,UKR,2012,1165016509000
Ukraine,UKR,2013,1137240230000
Ukraine,UKR,2014,1138232240000
Ukraine,UKR,2015,1069585150000
Ukraine,UKR,2016,1050141754000
Ukraine,UKR,2017,1031690369000.0001
Ukraine,UKR,2018,1091210967000.0001
Ukraine,UKR,2019,1091210967000.0001
Ukraine,UKR,2020,1091210967000.0001
United Arab Emirates,ARE,1980,2310750000000
United Arab Emirates,ARE,1981,2465775000000
United Arab Emirates,ARE,1982,2898675000000
United Arab Emirates,ARE,1983,2972775000000
United Arab Emirates,ARE,1984,3030300000000
United Arab Emirates,ARE,1985,3069300000000
United Arab Emirates,ARE,1986,5278845000000
United Arab Emirates,ARE,1987,5541900000000
United Arab Emirates,ARE,1988,5521425000000
United Arab Emirates,ARE,1989,5508750000000
United Arab Emirates,ARE,1990,5482425000000
United Arab Emirates,ARE,1991,5648175000000
United Arab Emirates,ARE,1992,5650125000000
United Arab Emirates,ARE,1993,5650125000000
United Arab Emirates,ARE,1994,6607575000000
United Arab Emirates,ARE,1995,5712525000000
United Arab Emirates,ARE,1996,5639400000000
United Arab Emirates,ARE,1997,5911425000000
United Arab Emirates,ARE,1998,5846100000000
United Arab Emirates,ARE,1999,5845125000000
United Arab Emirates,ARE,2000,5844150000000
United Arab Emirates,ARE,2001,5906550000000
United Arab Emirates,ARE,2002,5902650000000
United Arab Emirates,ARE,2003,5895825000000
United Arab Emirates,ARE,2004,5901675000000
United Arab Emirates,ARE,2005,5908500000000
United Arab Emirates,ARE,2006,5889975000000
United Arab Emirates,ARE,2007,5923125000000
United Arab Emirates,ARE,2008,5937750000000
United Arab Emirates,ARE,2009,5938725000000
United Arab Emirates,ARE,2010,5938725000000
United Arab Emirates,ARE,2011,5938725000000
United Arab Emirates,ARE,2012,5938725000000
United Arab Emirates,ARE,2013,5938725000000
United Arab Emirates,ARE,2014,5938725000000
United Arab Emirates,ARE,2015,5938725000000
United Arab Emirates,ARE,2016,5938725000000
United Arab Emirates,ARE,2017,5938725000000
United Arab Emirates,ARE,2018,5938725000000
United Arab Emirates,ARE,2019,5938725000000
United Arab Emirates,ARE,2020,5938725000000
United Kingdom,GBR,1980,720525000000
United Kingdom,GBR,1981,647400000000
United Kingdom,GBR,1982,617175000000
United Kingdom,GBR,1983,694200000000
United Kingdom,GBR,1984,706875000000
United Kingdom,GBR,1985,631800000000
United Kingdom,GBR,1986,618150000000
United Kingdom,GBR,1987,627900000000
United Kingdom,GBR,1988,575250000000
United Kingdom,GBR,1989,546000000000.00006
United Kingdom,GBR,1990,531375000000.00006
United Kingdom,GBR,1991,526499999999.99994
United Kingdom,GBR,1992,594750000000
United Kingdom,GBR,1993,614250000000
United Kingdom,GBR,1994,643500000000
United Kingdom,GBR,1995,682500000000
United Kingdom,GBR,1996,741000000000
United Kingdom,GBR,1997,745875000000
United Kingdom,GBR,1998,736125000000
United Kingdom,GBR,1999,756200000000
United Kingdom,GBR,2000,731325000000
United Kingdom,GBR,2001,651725000000
United Kingdom,GBR,2002,626850000000
United Kingdom,GBR,2003,587050000000
United Kingdom,GBR,2004,528344999999.99994
United Kingdom,GBR,2005,478595000000
United Kingdom,GBR,2006,409940000000
United Kingdom,GBR,2007,341285000000
United Kingdom,GBR,2008,290540000000
United Kingdom,GBR,2009,254720000000
United Kingdom,GBR,2010,251327050000
United Kingdom,GBR,2011,244799850000
United Kingdom,GBR,2012,242780000000
United Kingdom,GBR,2013,239795000000
United Kingdom,GBR,2014,204970000000
United Kingdom,GBR,2015,205965000000
United Kingdom,GBR,2016,183957644000
United Kingdom,GBR,2017,186979343000
United Kingdom,GBR,2018,186979343000
United Kingdom,GBR,2019,186979343000
United Kingdom,GBR,2020,186979343000
United States,USA,1980,5396132772000
United States,USA,1981,5469582929000
United States,USA,1982,5463672211000
United States,USA,1983,5429373781000
United States,USA,1984,5353890120000
United States,USA,1985,5242887927000
United States,USA,1986,5194544763000
United States,USA,1987,5075923709000
United States,USA,1988,4555699212000
United States,USA,1989,4531080260000
United States,USA,1990,4591543106000
United States,USA,1991,4529616137000
United States,USA,1992,4474115040000
United States,USA,1993,4403620242000
United States,USA,1994,4442175474000
United States,USA,1995,4477666893000
United States,USA,1996,4513673467000
United States,USA,1997,4533981392000
United States,USA,1998,4447706604000
United States,USA,1999,4538943141000
United States,USA,2000,4810646361000
United States,USA,2001,4974221406000
United States,USA,2002,5068738662000
United States,USA,2003,5125622541000
United States,USA,2004,5219678870000
United States,USA,2005,5541568963000
United States,USA,2006,5723228635000
United States,USA,2007,6445556295000
United States,USA,2008,6633452045000
United States,USA,2009,7388641126000
United States,USA,2010,8259414563000
United States,USA,2011,9057686811000
United States,USA,2012,8351898315000
United States,USA,2013,9171481683000
United States,USA,2014,9996813088000
United States,USA,2015,8343601619999.999
United States,USA,2016,8736854140000
United States,USA,2017,11888134290000
United States,USA,2018,12874004040000
United States,USA,2019,12618704420000
United States,USA,2020,12618704420000
Uzbekistan,UZB,1997,863850000000
Uzbekistan,UZB,1998,863850000000
Uzbekistan,UZB,1999,913575000000
Uzbekistan,UZB,2000,913575000000
Uzbekistan,UZB,2001,913575000000
Uzbekistan,UZB,2002,918450000000
Uzbekistan,UZB,2003,918450000000
Uzbekistan,UZB,2004,913575000000
Uzbekistan,UZB,2005,924300000000
Uzbekistan,UZB,2006,924300000000
Uzbekistan,UZB,2007,918450000000
Uzbekistan,UZB,2008,885300000000
Uzbekistan,UZB,2009,873600000000
Uzbekistan,UZB,2010,873600000000
Uzbekistan,UZB,2011,873600000000
Uzbekistan,UZB,2012,845325000000
Uzbekistan,UZB,2013,845325000000
Uzbekistan,UZB,2014,845325000000
Uzbekistan,UZB,2015,845325000000
Uzbekistan,UZB,2016,845325000000
Uzbekistan,UZB,2017,845325000000
Uzbekistan,UZB,2018,845325000000
Uzbekistan,UZB,2019,845325000000
Uzbekistan,UZB,2020,845325000000
Venezuela,VEN,1980,1401275100000
Venezuela,VEN,1981,1515261000000
Venezuela,VEN,1982,1633054200000
Venezuela,VEN,1983,1734186300000
Venezuela,VEN,1984,1849593000000
Venezuela,VEN,1985,1925628000000
Venezuela,VEN,1986,2910420000000
Venezuela,VEN,1987,3150180000000
Venezuela,VEN,1988,3170160000000
Venezuela,VEN,1989,3321897000000
Venezuela,VEN,1990,3806190000000
Venezuela,VEN,1991,3975798000000
Venezuela,VEN,1992,4099230000000.0005
Venezuela,VEN,1993,4099230000000.0005
Venezuela,VEN,1994,4401205500000
Venezuela,VEN,1995,4511817000000
Venezuela,VEN,1996,4497165000000
Venezuela,VEN,1997,4574088000000
Venezuela,VEN,1998,4603685040000
Venezuela,VEN,1999,4609183980000
Venezuela,VEN,2000,4609183980000
Venezuela,VEN,2001,4639800000000
Venezuela,VEN,2002,4640910000000
Venezuela,VEN,2003,4683090000000
Venezuela,VEN,2004,4761243014000
Venezuela,VEN,2005,4785916902000
Venezuela,VEN,2006,5225489275000
Venezuela,VEN,2007,5372306762000
Venezuela,VEN,2008,5531382614000
Venezuela,VEN,2009,5622408827000
Venezuela,VEN,2010,6132199626000
Venezuela,VEN,2011,6136537201000
Venezuela,VEN,2012,6173343726000
Venezuela,VEN,2013,6194843011000
Venezuela,VEN,2014,6235044160000
Venezuela,VEN,2015,6328742068000
Venezuela,VEN,2016,6371143436000
Venezuela,VEN,2017,6336411404000
Venezuela,VEN,2018,6296571217000
Venezuela,VEN,2019,6260173406000
Venezuela,VEN,2020,6260173406000
Vietnam,VNM,1980,0
Vietnam,VNM,1981,0
Vietnam,VNM,1982,0
Vietnam,VNM,1983,0
Vietnam,VNM,1984,0
Vietnam,VNM,1985,0
Vietnam,VNM,1986,0
Vietnam,VNM,1987,0
Vietnam,VNM,1988,0
Vietnam,VNM,1989,0
Vietnam,VNM,1990,14625000000
Vietnam,VNM,1991,14625000000
Vietnam,VNM,1992,103350000000
Vietnam,VNM,1993,103350000000
Vietnam,VNM,1994,130649999999.99998
Vietnam,VNM,1995,143325000000
Vietnam,VNM,1996,166725000000
Vietnam,VNM,1997,165750000000
Vietnam,VNM,1998,165750000000
Vietnam,VNM,1999,165750000000
Vietnam,VNM,2000,165750000000
Vietnam,VNM,2001,188175000000
Vietnam,VNM,2002,224250000000
Vietnam,VNM,2003,214500000000
Vietnam,VNM,2004,214500000000
Vietnam,VNM,2005,214500000000
Vietnam,VNM,2006,214500000000
Vietnam,VNM,2007,499744789000
Vietnam,VNM,2008,583035587000
Vietnam,VNM,2009,713921127000
Vietnam,VNM,2010,645928639000
Vietnam,VNM,2011,645928639000
Vietnam,VNM,2012,645928639000
Vietnam,VNM,2013,645928639000
Vietnam,VNM,2014,645928639000
Vietnam,VNM,2015,645928639000
Vietnam,VNM,2016,645928639000
Vietnam,VNM,2017,645928639000
Vietnam,VNM,2018,645928639000
Vietnam,VNM,2019,645928639000
Vietnam,VNM,2020,645928639000
World,OWID_WRL,1980,70889120250000
World,OWID_WRL,1981,73468179190000
World,OWID_WRL,1982,75805363260000
World,OWID_WRL,1983,77394407270000
World,OWID_WRL,1984,80211984520000
World,OWID_WRL,1985,82405562170000
World,OWID_WRL,1986,88327921810000
World,OWID_WRL,1987,90836300660000
World,OWID_WRL,1988,94752519720000
World,OWID_WRL,1989,105463811300000
World,OWID_WRL,1990,108363012700000
World,OWID_WRL,1991,114150174200000
World,OWID_WRL,1992,116846249800000
World,OWID_WRL,1993,118019872400000
World,OWID_WRL,1994,118823989100000
World,OWID_WRL,1995,119088179100000
World,OWID_WRL,1996,122339161000000
World,OWID_WRL,1997,125038959700000
World,OWID_WRL,1998,128521906199999.98
World,OWID_WRL,1999,131900429900000
World,OWID_WRL,2000,138023193200000.02
World,OWID_WRL,2001,152481652200000
World,OWID_WRL,2002,153899540100000
World,OWID_WRL,2003,154580827500000
World,OWID_WRL,2004,155019816200000
World,OWID_WRL,2005,153392739700000
World,OWID_WRL,2006,155285056400000
World,OWID_WRL,2007,162672214700000
World,OWID_WRL,2008,165961576300000
World,OWID_WRL,2009,168976060900000
World,OWID_WRL,2010,179940829100000
World,OWID_WRL,2011,181919483000000
